id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;neighbourhood_group
54544;City Room - Private Penthouse Apt.;256161;Wayne;Harlem;40.81035;-73.94598;Entire home/apt;121;1;104;2019-06-22;1.0;5;247;Manhattan
54860;Great apartment with private bathroom and entrance;258164;Jenny;East Harlem;40.79958;-73.94275;Private room;100;5;204;2019-06-23;1.92;1;192;Manhattan
55467;Private Garden Apt • New Renovation;260709;Paul;Williamsburg;40.71625;-73.93845;Entire home/apt;140;2;253;2019-07-02;3.04;1;125;Brooklyn
55498;Modern comfort in art infused landmark Brownstone;262138;Tami;Bedford-Stuyvesant;40.6829;-73.93549;Private room;71;2;23;2019-07-01;0.22;1;91;Brooklyn
55737;Sleek & Comfortable Soho Apt;263414;Pete;West Village;40.72861;-74.0049;Entire home/apt;199;5;129;2019-05-19;1.22;1;286;Manhattan
55959;Spacious Williamsburg Share w/ LOFT BED;168525;Gus;Williamsburg;40.70979000000001;-73.95161999999998;Private room;69;4;82;2019-06-10;1.13;2;60;Brooklyn
55982;Cozy 2 br in sunny Fort Greene apt;264928;Sally;Fort Greene;40.68656;-73.97525;Private room;68;3;37;2018-12-31;0.35;1;0;Brooklyn
56467;Cozy East Village Railroad 1 Bed!;267593;Leonardo;East Village;40.72752;-73.98432;Entire home/apt;130;1;204;2019-07-01;2.04;1;192;Manhattan
56525;1 Bedroom Loft w/ Private Roof Deck;268014;Alex;Greenpoint;40.729;-73.95829;Entire home/apt;195;2;69;2019-06-13;0.65;1;58;Brooklyn
56859;City Room - Private & Comfy Bedroom;256161;Wayne;Harlem;40.81219;-73.94499;Private room;64;1;192;2019-06-03;1.84;5;245;Manhattan
57166;Elegant NYC Pad;272006;Vasili;Ditmars Steinway;40.77185;-73.90502;Entire home/apt;140;2;17;2019-06-17;0.16;1;292;Queens
57740;Quiet & Clean Retreat in the City;275459;I;East Village;40.73012;-73.99053;Entire home/apt;239;3;7;2019-05-24;0.07;1;351;Manhattan
57754;Stylish Large Gramercy Loft!;275578;R;Flatiron District;40.7403;-73.98498000000002;Entire home/apt;305;2;108;2019-06-30;1.09;1;201;Manhattan
57874;The Brownstone-Luxury 1 Bd Apt/NYC;276291;Simon;Harlem;40.80931;-73.94343;Entire home/apt;155;3;222;2019-06-26;2.1;2;232;Manhattan
58059;PRIVATE Room on Historic Sugar Hill;277379;Agnes;Harlem;40.8251;-73.94287;Private room;60;1;458;2019-07-03;4.58;2;258;Manhattan
58062;South Slope Green;277394;Linda;Windsor Terrace;40.6585;-73.98397;Private room;135;2;21;2019-05-17;0.26;1;272;Brooklyn
59642;Franklin St Flat in Trendy Greenpoint Brooklyn;274782;Betty;Greenpoint;40.73401;-73.95966999999997;Entire home/apt;135;2;69;2019-05-19;0.67;1;12;Brooklyn
59855;One bedroom Apt. in NYC;288031;Leslie;Midtown;40.7589;-73.96991;Entire home/apt;250;30;82;2016-01-05;0.78;1;0;Manhattan
60457;Spacious Greenwich Village Apt;99212;Jessica;Greenwich Village;40.73194;-73.99474000000002;Entire home/apt;225;5;10;2019-05-11;0.1;1;91;Manhattan
60611;SpaHa Studio Monthly Rental;292204;Blanca;East Harlem;40.79163;-73.94573000000003;Entire home/apt;125;28;183;2018-09-29;1.83;2;365;Manhattan
60666;City Room - Private Luxury Suite;256161;Wayne;Harlem;40.8118;-73.94434;Private room;92;1;189;2019-06-11;1.82;5;253;Manhattan
60673;Private Room/bath Luxurious Harlem;249372;Cynthia;Harlem;40.81583;-73.94707;Private room;175;2;1;2018-10-07;0.11;1;365;Manhattan
60680;The gem of the East Village;292630;Mich;East Village;40.72654;-73.98049;Entire home/apt;99;2;127;2019-06-20;1.22;1;320;Manhattan
60948;ACCOMMODATIONS GALORE #2;126607;Laurine;East Harlem;40.80942;-73.93936;Entire home/apt;140;3;135;2019-06-20;1.3;3;192;Manhattan
61167;Colorful Private One Bedroom Apt;295760;Greta;Little Italy;40.71961;-73.9954;Entire home/apt;135;2;21;2015-12-12;0.2;1;0;Manhattan
61224;Huge Chelsea Loft;291112;Frank;Chelsea;40.74358;-74.00027;Entire home/apt;500;2;35;2017-07-27;0.34;1;348;Manhattan
61406;Great room in great location;297176;Bethania;Harlem;40.80335;-73.9575;Private room;80;14;10;2019-06-01;2.21;2;0;Manhattan
61492;Exclusive Room with Private Bath in  LES;297769;Tunji;Chinatown;40.71445;-73.9908;Private room;120;4;171;2019-06-23;1.8;2;353;Manhattan
62095;BK Sweet Suite w/Kitchen&FullBath;281764;Colette&Sean;East Flatbush;40.64446;-73.9503;Entire home/apt;65;3;238;2019-06-14;2.3;1;2;Brooklyn
62427;Great East Village Apartment Rental;303882;Brie;East Village;40.7268;-73.99079;Entire home/apt;130;50;56;2019-05-26;0.58;1;56;Manhattan
62430;BROWNSTONE SUNDRENCHED BEAUTY;197755;Sheila;Bushwick;40.688;-73.9171;Entire home/apt;99;3;111;2019-06-22;2.13;1;68;Brooklyn
62452;A SpeciaL!! Private Room in NY;303939;Lissette;Tompkinsville;40.63536;-74.08537;Private room;36;2;193;2019-06-25;1.85;6;360;Staten Island
62461;B NYC Staten Alternative...;303939;Lissette;Tompkinsville;40.63627;-74.08543;Private room;37;2;147;2019-06-10;1.44;6;0;Staten Island
62787;C Private Room By The Ferry;303939;Lissette;Tompkinsville;40.63518;-74.08546;Private room;37;2;177;2019-07-02;1.71;6;320;Staten Island
62891;Smallest House In The Village;306545;Olivia;East Village;40.72477;-73.98161;Entire home/apt;175;3;185;2019-05-24;1.78;2;326;Manhattan
62903;Beautiful modern studio apartment in heart of NYC;306605;Daniel;Chelsea;40.74238;-73.99566999999998;Entire home/apt;205;9;62;2019-06-21;0.7;2;76;Manhattan
62925;Beautiful Landmarked Duplex;306739;Maya;Greenpoint;40.72945;-73.95510999999998;Entire home/apt;285;3;124;2019-06-16;1.22;3;279;Brooklyn
63299;BROOKLYN > Guest Room w/ Queen Bed in Williamsburg;308875;Scott;Williamsburg;40.70763;-73.95177;Private room;59;2;181;2019-06-23;1.77;2;15;Brooklyn
63320;D Private Che@p Room 2 Explore NYC;303939;Lissette;Tompkinsville;40.63481;-74.08519;Private room;36;2;333;2019-07-02;3.19;6;340;Staten Island
63360;Safe cute near subway& Manhattan NY NY retro style;307962;Dennis & Naoko;Astoria;40.75384;-73.91433;Entire home/apt;99;5;441;2019-06-24;4.5;1;226;Queens
63546;Large and Cozy Private Bedroom;308652;Antonín;Kensington;40.64106;-73.97426;Private room;39;1;45;2019-05-16;0.46;2;365;Brooklyn
63573;Small tidy bedroom in duplex;310458;Emily;Park Slope;40.66793;-73.98326999999998;Private room;60;14;9;2016-08-29;0.09;2;0;Brooklyn
63693;Cottage in the Village;306545;Olivia;East Village;40.72185;-73.98246;Entire home/apt;390;5;143;2019-06-19;1.38;2;316;Manhattan
63719;BEDROOM1 FOR RENT 10min from Manhan;311286;Helene;Bedford-Stuyvesant;40.68503;-73.95385;Private room;70;3;36;2018-08-19;0.41;4;281;Brooklyn
64000;Williamsburg near soho. / loftbed;312722;Kristian & Di;Williamsburg;40.7069;-73.95467;Private room;60;17;14;2019-01-07;0.14;4;362;Brooklyn
64107;BROOKLYN  STUDIO APARTMENT;313317;Niya;Crown Heights;40.6778;-73.94339000000002;Private room;100;3;279;2019-06-24;2.69;1;301;Brooklyn
64277;BEDROOM2 FOR RENT  10min from Manh;311286;Helene;Bedford-Stuyvesant;40.68317;-73.94700999999998;Private room;70;4;18;2019-01-02;0.22;4;189;Brooklyn
64314;cozy bedroom in lovely garden apt;314256;Debbie;Crown Heights;40.6761;-73.9529;Private room;110;6;50;2019-05-26;3.55;1;0;Brooklyn
64365;Crown Heights Garden Apt.;314582;Anthony;Crown Heights;40.67586;-73.95155;Private room;60;2;227;2019-06-27;2.27;2;287;Brooklyn
64707;Amazing  Sunny & Breezy Home In the Heart of  NYC;7310;Tilly;Little Italy;40.71702;-73.99811;Entire home/apt;90;14;1;2019-01-02;0.16;1;14;Manhattan
64837;ENJOY Downtown NYC!!;46978;Edward;East Village;40.72321;-73.98156999999998;Private room;68;2;203;2019-06-23;1.96;2;86;Manhattan
65019;Charming UWS Treehouse Apt;317809;Claire;Upper West Side;40.77956;-73.98098;Entire home/apt;115;2;210;2019-07-06;2.1;1;261;Manhattan
65268;Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn;319092;Juhli;Bedford-Stuyvesant;40.68276;-73.95264;Private room;75;5;64;2019-01-05;0.67;1;68;Brooklyn
65562;CHARMING EAST VILLAGE 2 (or 1) BR;320450;Mary D;East Village;40.72956;-73.98158000000002;Entire home/apt;129;7;5;2019-01-03;0.15;1;231;Manhattan
65615;Farmhouse Apartment in Williamsburg;320761;Valerie;Williamsburg;40.71069;-73.95175;Entire home/apt;130;10;49;2019-06-29;0.48;1;152;Brooklyn
65660;Bright+Spacious Williamsburg Abode!;320538;Larissa;Williamsburg;40.70863;-73.94641;Entire home/apt;95;4;132;2019-07-07;1.27;1;46;Brooklyn
65834;Beautiful 1 Bedroom Apt Park Slope;321934;Jessica;Park Slope;40.67319000000001;-73.97323;Entire home/apt;175;2;11;2013-05-02;0.11;1;246;Brooklyn
66008;CHARMING CARROLL GARDENS APT.;322884;Melissa;Carroll Gardens;40.67846;-73.99443000000002;Entire home/apt;190;3;51;2019-07-01;0.57;1;288;Brooklyn
66026;Private Bedroom Brownstone Brooklyn;322716;Alex;Crown Heights;40.6715;-73.94808;Private room;49;21;15;2019-06-30;0.15;5;331;Brooklyn
66251;East Village Loft with Piano & Patio;324460;Samir;East Village;40.72681;-73.98534000000002;Entire home/apt;212;3;67;2019-06-25;1.31;1;51;Manhattan
66275;Lower East Side Magic Room;314941;Tony;Lower East Side;40.71904;-73.99391999999997;Private room;95;1;109;2019-06-23;1.11;3;364;Manhattan
66451;**Fantastic Williamsburg Apt**;325389;Luis Fernando;Williamsburg;40.71031;-73.9583;Entire home/apt;140;2;9;2019-02-16;0.11;1;254;Brooklyn
66718;West Harlem Home Base - Eco-Apt.;136227;Henning;Harlem;40.81322;-73.95306;Entire home/apt;135;6;187;2019-06-23;1.87;1;189;Manhattan
66741;Charming Garden Apt in Park Slope;327673;Stefano;Park Slope;40.67732;-73.98225;Entire home/apt;150;2;214;2019-06-23;2.08;2;263;Brooklyn
67288;Central Park 1BR sunny condo;101597;Per;East Harlem;40.79603;-73.94903000000002;Entire home/apt;124;28;22;2019-06-15;0.26;1;103;Manhattan
67299;Cozy Garden Apartment  in Williamsburg;330347;Adrienne;Williamsburg;40.71492;-73.96282;Entire home/apt;135;30;56;2019-05-06;0.56;1;42;Brooklyn
67397;SoHa comfort-by NW Central Park!;332189;Elise;Morningside Heights;40.80393;-73.95838;Private room;122;3;93;2019-06-22;0.93;1;246;Manhattan
68099;Cozy room in Upper West Side;323517;Deda;Upper West Side;40.80082;-73.9652;Private room;109;1;104;2019-06-25;1.05;2;364;Manhattan
68305;Cozy Private Room in Apartment;338454;Share;Harlem;40.82976;-73.94866999999998;Private room;85;30;64;2018-07-06;0.68;1;318;Manhattan
68403;The Cozy Brownstone Inn (discount)!;240427;Naimah;Bedford-Stuyvesant;40.683;-73.91981;Entire home/apt;145;3;127;2019-06-24;1.25;2;72;Brooklyn
68735;Prewar Penthouse w Private Terrace;342054;Violetta;Upper West Side;40.78971;-73.9729;Entire home/apt;195;11;30;2019-06-13;0.32;1;249;Manhattan
68765;Designer 2.5 BR Loft in Carroll Gardens by Subway;282655;Jenna;Carroll Gardens;40.67817;-73.99495;Entire home/apt;250;2;106;2019-06-27;1.34;3;272;Brooklyn
68900;Bright Beautiful Brooklyn;343250;Jason;Greenpoint;40.73119000000001;-73.95578;Private room;125;3;6;2016-11-13;0.1;1;325;Brooklyn
68974;Unique spacious loft on the Bowery;281229;Alicia;Little Italy;40.71943;-73.99627;Entire home/apt;575;2;191;2019-06-20;1.88;1;298;Manhattan
69921;Brooklyn Writer's Nook;155689;Joab;Bushwick;40.70514;-73.91922;Private room;70;5;47;2019-06-29;0.49;1;203;Brooklyn
70095;Private Bedroom in Large NYC Apartment;353965;Mary And Geoff;Inwood;40.86713;-73.92811;Private room;90;2;120;2019-06-30;1.27;1;132;Manhattan
70609;Great Large 3 BR/2 Bath Duplex with Private Patio!;72062;Bruce;East Village;40.72542;-73.97986;Entire home/apt;500;2;48;2019-06-16;0.48;4;297;Manhattan
71010;All That Jazz. Uptown style on Sugar Hill.;361855;Kurt;Washington Heights;40.83494;-73.93869000000002;Entire home/apt;250;3;32;2019-05-24;0.43;2;276;Manhattan
71248;Bright and lovely 1 bdrm apt in LES;363834;Jennifer;Chinatown;40.71659;-73.98945;Entire home/apt;125;25;43;2019-06-17;0.42;1;102;Manhattan
71366;Beautiful One Bed West Village - 4 Month Special;364955;Ruperto;West Village;40.72966;-74.00243;Entire home/apt;200;30;39;2019-06-25;0.44;1;251;Manhattan
71384;Gigantic Private Brooklyn Loft!;365153;Ben;Greenpoint;40.72898;-73.95551999999998;Entire home/apt;229;1;50;2014-05-13;0.5;1;188;Brooklyn
72190;1BR: See Central Park from Terrace!;373085;Hudson;Upper West Side;40.77728;-73.97818000000002;Entire home/apt;110;13;38;2019-02-15;0.39;1;0;Manhattan
72265;Private room in cozy Greenpoint;340692;Vanessa;Greenpoint;40.72646;-73.95340999999998;Private room;59;3;29;2019-06-16;0.36;1;15;Brooklyn
74073;Food & Music Dream Apartment in Williamsburg;211877;Daniel;Williamsburg;40.71015;-73.96101;Entire home/apt;195;4;59;2019-06-23;0.6;1;71;Brooklyn
74240;French Garden cottage off Bedford;389924;Patty;Williamsburg;40.71903;-73.9597;Entire home/apt;169;1;68;2019-06-07;0.67;2;215;Brooklyn
74333;Alcove Studio w/ outdoor Patio Deck;331328;Amir;East Harlem;40.80892;-73.93985;Entire home/apt;113;14;26;2015-11-25;0.27;3;253;Manhattan
74404;Luxury 3 bed/ 2 bath apt in Harlem w/ terrace;391325;G & S;Harlem;40.80276;-73.9567;Entire home/apt;250;14;31;2012-08-22;0.31;1;78;Manhattan
74680;One Bedroom Mini studio - Free WIFI;265109;Nazleen;Astoria;40.77635;-73.93426;Entire home/apt;115;2;198;2019-05-31;2.01;1;257;Queens
75193;BROOKLYN > Guest Room w/ King Bed in Williamsburg;308875;Scott;Williamsburg;40.71398;-73.95763000000002;Private room;69;2;220;2019-06-22;2.17;2;8;Brooklyn
75635;Bright Cozy Chinatown Studio Apt.;401696;Patricia;Lower East Side;40.71876;-73.98394;Entire home/apt;150;3;286;2019-06-27;2.81;1;191;Manhattan
76761;Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm;118971;Evelyn;South Slope;40.66552;-73.99019;Entire home/apt;169;2;398;2019-06-28;3.97;3;182;Brooklyn
77765;Superior @ Box House;417504;The Box House Hotel;Greenpoint;40.73749;-73.95291999999998;Private room;179;3;36;2019-07-01;0.36;28;79;Brooklyn
77936;Hells Kitchen Garden of Eden;134355;Moss Owen;Hell's Kitchen;40.76248;-73.9913;Private room;150;3;36;2019-06-14;0.36;1;49;Manhattan
79067;Lovely 3 bedroom in Italianate Brownstone w/garden;425506;Bliss;Clinton Hill;40.6848;-73.96219;Entire home/apt;350;6;14;2019-04-20;0.3;1;156;Brooklyn
80493;Cozy room in East Village with AC;434987;Jennifer;East Village;40.72329000000001;-73.98486;Private room;71;2;182;2019-07-04;1.81;1;200;Manhattan
80684;Duplex w/ Terrace @ Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73776;-73.95326999999997;Private room;349;3;8;2016-03-27;0.09;28;60;Brooklyn
80700;Loft w/ Terrace @ Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73738;-73.95482;Private room;349;3;7;2019-05-24;0.07;28;60;Brooklyn
80924;Spacious 3 Bedroom Duplex in Park Slope;438133;Ellis;Park Slope;40.67542;-73.98142;Entire home/apt;165;30;34;2018-09-25;0.51;2;189;Brooklyn
81739;Loft w/ Terrace @ Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73842;-73.95312;Private room;249;3;2;2011-05-12;0.02;28;60;Brooklyn
82549;Columbia Castle in Brooklyn Heights;448312;Christopher;Brooklyn Heights;40.6926;-73.99831999999998;Private room;100;3;66;2016-09-16;0.68;2;0;Brooklyn
82550;Columbia Castle 2 BR;448312;Christopher;Brooklyn Heights;40.69441;-73.99771;Entire home/apt;200;3;80;2019-06-30;0.85;2;106;Brooklyn
82928;BEAUTIFUL 2 BEDROOM APARTMENT;451545;Ruthven;Bedford-Stuyvesant;40.6824;-73.94615;Entire home/apt;185;3;46;2019-07-02;1.07;1;248;Brooklyn
83243;Brooklyn Cove Studio Apt w/ Garden!!;453519;Julian;Bushwick;40.68949;-73.91708;Entire home/apt;65;2;228;2019-06-10;2.27;1;194;Brooklyn
83722;Williamsburg penthouse with private roof cabana;456638;Sophie;Williamsburg;40.7205;-73.96015;Entire home/apt;199;30;8;2018-08-26;0.11;1;30;Brooklyn
83847;East Village Designer's 1-BR APT;410094;Yvette;East Village;40.72451;-73.98094;Entire home/apt;225;2;33;2019-01-02;0.33;1;0;Manhattan
84010;Superior @ Box House;417504;The Box House Hotel;Greenpoint;40.73813;-73.95394;Private room;179;3;13;2019-06-27;0.14;28;81;Brooklyn
84059;So Much Room in Brooklyn;459054;Famous;Crown Heights;40.67591;-73.94715;Entire home/apt;150;5;5;2018-07-22;0.05;1;0;Brooklyn
84659;Large Studio--Heart of East Village;462776;Kyle;East Village;40.72843;-73.98895;Entire home/apt;139;1;388;2019-06-26;3.88;1;142;Manhattan
84905;Huge.Bright.Clean.Safe. Private Room;464506;Ange;Two Bridges;40.71271;-73.99776;Private room;95;3;223;2019-06-23;2.22;2;60;Manhattan
85094;Garden 1BR/1BA Brownstone Apt - 2 blocks to subway;322716;Alex;Crown Heights;40.66966;-73.94735;Entire home/apt;79;15;11;2019-01-14;0.11;5;179;Brooklyn
86215;MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN;327900;T;Lower East Side;40.71965;-73.98765999999998;Entire home/apt;150;2;151;2019-06-24;1.51;2;52;Manhattan
93313;MAISON DES SIRENES 2;25183;Nathalie;Bedford-Stuyvesant;40.68314;-73.93963000000002;Entire home/apt;120;2;75;2019-06-23;0.76;2;237;Brooklyn
94477;The Vernon On Greene;478395;Jason;Bedford-Stuyvesant;40.69305;-73.93185;Entire home/apt;175;2;370;2019-07-05;3.74;1;204;Brooklyn
95747;Lovely 1BR in Tree-lined WBurg;509341;Tessa;Williamsburg;40.71055;-73.95098;Entire home/apt;140;7;13;2016-07-18;0.13;1;0;Brooklyn
95883;Spacious Loft in Clinton Hill;509918;Eduardo;Bedford-Stuyvesant;40.69465;-73.95458;Entire home/apt;200;5;4;2018-12-26;0.07;1;9;Brooklyn
98330;LOVELY APARTMENT IN THE HEART OF NY;31374;Shon;Kips Bay;40.73877;-73.97707;Entire home/apt;125;4;1;2012-01-03;0.01;3;181;Manhattan
98663;Groovy NYC Chelsea Pad;520279;Peter Michael;Chelsea;40.74893;-73.99544;Entire home/apt;130;30;19;2018-06-11;0.19;1;189;Manhattan
99070;Comfortable Cozy Space in El Barrio;522065;Liz And Melissa;East Harlem;40.79406;-73.94102;Shared room;65;7;131;2019-05-26;1.31;2;0;Manhattan
99085;Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019;522164;Wanda;Fort Greene;40.68795;-73.97332;Entire home/apt;123;30;15;2019-05-01;0.15;1;189;Brooklyn
100186;Large Brand New Park Slope 1BR;526805;Mi;Gowanus;40.66918;-73.99186999999998;Entire home/apt;130;7;98;2019-06-28;0.99;1;35;Brooklyn
101053;Colorful Artistic Williamsburg Apt;530032;Lee And Tara;Williamsburg;40.71125;-73.95613;Private room;100;3;31;2019-03-01;0.31;1;0;Brooklyn
102995;UWS Brownstone Near Central Park;178043;Chas;Upper West Side;40.78558;-73.9696;Entire home/apt;212;21;45;2018-01-01;0.46;1;35;Manhattan
103161;Artsy TopFloor Apt in PRIME BEDFORD Williamsburg;465278;Ade;Williamsburg;40.71577;-73.96053;Entire home/apt;190;3;124;2019-06-26;1.76;1;359;Brooklyn
103311;2 BR w/ Terrace @ Box House Hotel;417504;The Box House Hotel;Greenpoint;40.73861;-73.95485;Private room;599;3;9;2018-05-19;0.09;28;60;Brooklyn
103806;BOHEMIAN EAST VILLAGE 2 BED HAVEN;251176;Jason;East Village;40.72577;-73.98745;Entire home/apt;249;5;166;2019-05-27;1.68;2;365;Manhattan
105469;Oceanfront Apartment in Rockaway;547386;Michelle;Rockaway Beach;40.58615;-73.81245;Private room;70;27;13;2015-09-21;0.13;1;335;Queens
105510;Private 1-Bedroom Apt in Townhouse;322716;Alex;Crown Heights;40.67086;-73.94872;Entire home/apt;100;30;15;2019-01-05;0.16;5;282;Brooklyn
106363;Bright Room With A Great River View;551055;Alicia;Harlem;40.82773;-73.95231;Private room;60;3;380;2019-06-26;3.83;2;247;Manhattan
106647;Tree lined block modern apartment;552679;Olivia;Bedford-Stuyvesant;40.68505;-73.95684;Entire home/apt;135;2;86;2019-06-16;0.87;1;102;Brooklyn
107630;Sweet Historic Greenpoint Duplex;306739;Maya;Greenpoint;40.72911;-73.95493;Entire home/apt;175;3;248;2019-06-20;2.53;3;274;Brooklyn
107895;Riverside Charm with Fire Place;3088389;Kai;Upper West Side;40.77944;-73.98567;Entire home/apt;120;5;49;2019-06-19;0.56;1;201;Manhattan
112100;Sunny 3BR Apt Ideal for Family  ;572527;Marine;Crown Heights;40.67539;-73.96093;Entire home/apt;165;7;3;2013-01-01;0.03;1;157;Brooklyn
112304;Cozy Private Room in West Harlem!;573316;Kelli;Harlem;40.8054;-73.95189;Private room;90;1;1;2016-01-02;0.02;1;0;Manhattan
112359;UES Quiet & Spacious 1 bdrm for 4;571952;Olivia;Upper East Side;40.78491;-73.9508;Entire home/apt;225;2;56;2018-12-28;0.57;1;312;Manhattan
112435;ALL ABOUT A VERY COMFORTABLE ROOM..;181376;Carol;Fort Greene;40.69088;-73.97306999999998;Private room;95;2;163;2019-05-24;1.66;2;331;Brooklyn
113265;Brooklyn- Crown Heights Garden Apt.;314582;Anthony;Crown Heights;40.67555;-73.95057;Private room;55;2;247;2019-06-21;2.51;2;275;Brooklyn
113945;Cozy room in Time Square!;275582;Natalia;Hell's Kitchen;40.75835;-73.99193000000002;Private room;85;10;116;2019-05-11;1.17;1;174;Manhattan
114123;Large Park Slope Townhouse Duplex;579495;Susi;South Slope;40.66527;-73.9886;Entire home/apt;199;14;27;2019-05-19;0.28;2;223;Brooklyn
114229;Lower East Side 2 Bedroom Apt;314941;Tony;Lower East Side;40.71895;-73.99434000000002;Entire home/apt;211;1;52;2019-06-08;0.6;3;361;Manhattan
115535;Sun-Drenched Hamilton Hts Jewel   ;567187;Jane;Harlem;40.82399;-73.95328;Private room;65;14;35;2019-06-01;0.35;1;283;Manhattan
115678;Your Stunning Vacation Apartment!;127772;Will;Harlem;40.81822;-73.94095;Entire home/apt;99;1;320;2019-06-23;3.23;1;220;Manhattan
115748;1 BDRM Apt-Weekend Sublease;585166;Lilly;Astoria;40.76434;-73.92132;Entire home/apt;110;4;30;2019-06-16;0.32;1;363;Queens
116940;ROOM WITH A  KITCHENETTE;209460;Marylyn;Crown Heights;40.67705;-73.94925;Entire home/apt;80;3;225;2019-06-24;2.27;4;315;Brooklyn
118061;Style in Stuyvesant Heights;2248897;Roberta;Bedford-Stuyvesant;40.68448;-73.92747;Entire home/apt;110;4;70;2019-06-28;0.75;1;283;Brooklyn
118430;Heart of Meatpacking & Chelsea;585458;Paul;Chelsea;40.74412;-74.00208;Private room;290;2;35;2019-01-03;0.36;1;20;Manhattan
120362;Williamsburg apartment right by the subway;138069;Itamar;Williamsburg;40.70665;-73.94060999999998;Entire home/apt;190;4;50;2019-07-02;0.51;1;331;Brooklyn
121687;Spacious Brooklyn Loft - 2 Bedroom;262812;Vikram;Williamsburg;40.72063;-73.95952;Entire home/apt;200;2;29;2019-06-23;0.31;1;36;Brooklyn
123784;NYC Studio for Rent in Townhouse;617990;Christopher;Harlem;40.80481;-73.94794;Entire home/apt;110;2;142;2019-06-16;1.44;2;301;Manhattan
125053;⚡Quiet Gem w/roof deck on NY's Hottest Street⚡;622460;Justin;East Village;40.72533;-73.99143000000002;Entire home/apt;395;2;70;2019-07-01;0.73;1;170;Manhattan
125163;Authentic New York City Living ;622855;Rodney;Bedford-Stuyvesant;40.68569;-73.93038;Private room;99;2;38;2019-06-03;0.54;2;307;Brooklyn
125594;SUPER BIG AND COZY PRIVATE BEDROOM;308652;Antonín;Kensington;40.64302;-73.97255;Private room;39;1;82;2019-05-19;0.94;2;365;Brooklyn
126443;☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests;627217;Seith;East Village;40.72939;-73.98857;Entire home/apt;189;2;403;2019-07-07;4.1;3;201;Manhattan
126816;Gorgeous Upper West Side Apartment;620288;Eric;Upper West Side;40.79918;-73.96607;Private room;85;1;3;2014-11-06;0.03;1;0;Manhattan
128975;City Room - Street View Apt;256161;Wayne;Harlem;40.81333;-73.94453;Entire home/apt;122;1;116;2019-06-13;1.18;5;271;Manhattan
131154;Cozy and Bright One Bedroom in BK;275563;Lauren;Greenpoint;40.72473;-73.95199000000002;Entire home/apt;165;2;175;2019-07-07;1.79;1;139;Brooklyn
132516;Forest Hills Apt minutes to midtown Manhattan;85330;Jean;Forest Hills;40.70925;-73.85262;Entire home/apt;97;3;28;2019-07-01;1.21;3;209;Queens
132570;Spacious West Village 1 b/room King;651390;Catherine;West Village;40.73215;-74.00922;Entire home/apt;170;4;24;2017-12-26;0.25;1;0;Manhattan
132695;Perfect Williamsburg Summer Haven;507186;Holly;Williamsburg;40.71109000000001;-73.94332;Entire home/apt;125;2;15;2016-06-06;0.15;1;0;Brooklyn
133025;Midtown cozy convenient;653405;Tracy;Murray Hill;40.7463;-73.97926;Private room;130;4;105;2019-06-06;1.07;1;193;Manhattan
134934;Prime Williamsburg Apartment;652842;Giovanni;Williamsburg;40.71823;-73.95849;Entire home/apt;225;10;22;2019-05-30;0.38;1;52;Brooklyn
135465;Garden apartment close to Manhattan;663879;Christopher;Fort Greene;40.68626;-73.97598;Entire home/apt;170;3;86;2019-06-20;0.91;2;286;Brooklyn
135706;The Ground Studio - West Side;665013;Jeff;Chelsea;40.74488;-74.001;Entire home/apt;132;4;10;2017-01-01;0.1;1;0;Manhattan
136493;Stunning arty 3200sf 3FLR+3BR townhome w/terrace;663384;Irena;Park Slope;40.67632;-73.97616;Entire home/apt;250;7;18;2019-05-27;0.21;1;18;Brooklyn
138216;Sunny and Spacious Designer's Home;674970;Michael;Greenpoint;40.72212;-73.94254000000002;Entire home/apt;141;5;8;2018-07-08;0.21;1;9;Brooklyn
140133;Truly Amazing Oasis In The City;622866;Daniel;Williamsburg;40.71363;-73.96019;Entire home/apt;249;3;150;2019-07-05;1.55;1;277;Brooklyn
140425;Holiday Time in NY - Oh My!!;683975;Ivy;Crown Heights;40.6755;-73.95878;Private room;79;2;115;2017-05-25;1.18;1;0;Brooklyn
141154;Affordable Furnished Apartment;686768;Mark;Boerum Hill;40.6858;-73.9828;Entire home/apt;120;3;232;2019-06-22;2.41;1;221;Brooklyn
141335;Architect's Brownstone;687361;Orna;Park Slope;40.67535;-73.97654;Entire home/apt;495;1;35;2018-01-13;0.41;1;355;Brooklyn
141890;LUXURY SOHO 2 Bedroom Apt ;689661;Allison;Nolita;40.72255;-73.99346;Entire home/apt;375;3;18;2013-10-01;0.21;1;0;Manhattan
141984;Charming Nolita Apartment!!;630453;Vanessa;Nolita;40.72094;-73.99706;Entire home/apt;175;3;68;2019-06-10;0.69;1;277;Manhattan
